ID,ideology,leadership,name,party,description,introduced_bills_116,cosponsored_bills_116,unique_cosponsors_116,total_cosponsors_116
412732,0.5713454007159077,0.15910244741531313,Cheney,Republican,moderate Republican follower,15,54,12,17
412704,0.7558707855954686,0.3660132489391426,Marshall,Republican,rank-and-file Republican,7,146,69,70
412726,0.6801513417728281,0.196402533485568,Arrington,Republican,rank-and-file Republican,4,56,27,28
412735,0.6432878619842358,0.05727835633428479,Estes,Republican,moderate Republican follower,3,70,3,3
412736,0.672793541608011,0.08546905070453037,Gianforte,Republican,moderate Republican follower,11,110,2,2
412703,0.5380939792824635,0.37541080938699944,Hollingsworth,Republican,centrist Republican,4,38,99,102
412722,0.641002544166089,0.3751999771724009,Smucker,Republican,rank-and-file Republican,11,73,59,75
412683,0.7588775573277982,0.584097482620047,Biggs,Republican,rank-and-file Republican,33,120,94,207
412746,0.567419629182779,0.1302625765320583,Cloud,Republican,centrist Republican follower ,2,66,28,28
412724,0.5917454290018788,0.3412006594256571,Kustoff,Republican,rank-and-file Republican,8,58,63,69
412705,0.6354672215361449,0.36678709713834556,Higgins [LA3],Republican,rank-and-file Republican,12,58,17,20
412699,0.6482868261577441,0.44670748138137567,Rooney,Republican,rank-and-file Republican,17,87,89,133
412748,0.5017372076753053,0.0,Hern,Republican,centrist Republican follower ,0,88,0,0
412740,0.5746837960299728,0.17454056280878283,Curtis,Republican,moderate Republican follower,6,73,17,22
412744,0.34691659230305466,0.2405900045834006,Lamb,Democrat,centrist Democrat,8,122,52,68
412747,0.47863564757156246,0.08838036589238187,Balderson,Republican,centrist Republican follower ,2,79,22,25
412751,0.2687012905796882,0.3048608761391904,Wild,Democrat,rank-and-file Democrat,8,279,100,140
412749,0.2665985480616545,0.35147087166543695,Morelle,Democrat,rank-and-file Democrat,10,166,93,142
412750,0.24560559646853392,0.028292337647733506,Scanlon,Democrat,moderate Democratic follower,6,199,9,10
412837,0.4742906151149947,0.08790866824517408,Miller,Republican,centrist Republican follower ,3,61,17,18
412757,0.2532448102994995,0.03601751769009918,Cisneros,Democrat,moderate Democratic follower,5,347,10,10
412789,0.31325006072177847,0.17369751177894943,Craig,Democrat,moderate Democratic follower,5,204,62,65
412809,0.25435235490817226,0.14170398219650107,Dean,Democrat,moderate Democratic follower,5,201,41,44
412805,0.32956260917994296,0.337003223133161,Delgado,Democrat,rank-and-file Democrat,9,131,99,157
412774,0.21660808003129442,0.13651407523787992,García,Democrat,moderate Democratic follower,3,222,37,41
412800,0.19136562329668644,0.47541895598738027,Haaland,Democrat,progressive Democrat,17,366,161,337
412756,0.24981633655327531,0.07969423467449938,Hill [CA25],Democrat,moderate Democratic follower,4,273,19,22
412559,0.2721335520083342,0.04864354062247614,Horsford,Democrat,moderate Democratic follower,6,151,14,14
412785,0.23142894075179765,0.44119161455471095,Levin [MI9],Democrat,rank-and-file Democrat,9,219,147,265
412760,0.3073353907158261,0.14473502062414614,Levin [CA49],Democrat,moderate Democratic follower,7,118,41,53
412791,0.18090993359600813,0.20976388389532502,Omar,Democrat,progressive Democrat,7,329,60,95
412787,0.2352510970645532,0.15900979608037397,Tlaib,Democrat,moderate Democratic follower,6,218,41,64
412825,0.3009215260867154,0.1087200612946423,Escobar,Democrat,moderate Democratic follower,3,155,35,40
412763,0.26399174790111174,0.26027242921114035,Hayes,Democrat,rank-and-file Democrat,2,142,86,91
412802,0.3359467902193887,0.1771053664578868,Lee [NV3],Democrat,moderate Democratic follower,8,179,54,63
412761,0.2570273648802604,0.185882529184603,Neguse,Democrat,moderate Democratic follower,16,211,47,63
412795,0.2800619546100167,0.2254113558259145,Pappas,Democrat,rank-and-file Democrat,9,264,71,96
412759,0.2782286485090292,0.284671187065572,Rouda,Democrat,rank-and-file Democrat,10,283,94,112
412753,0.3479681030231054,0.09977488041877249,Stanton,Democrat,centrist Democratic follower,5,91,26,30
412827,0.2928849659340059,0.13843853021522587,Garcia,Democrat,moderate Democratic follower,5,116,39,43
412767,0.25559494529090004,0.09735602868149547,Mucarsel-Powell,Democrat,moderate Democratic follower,4,235,26,30
412770,0.3312844299379344,0.19138414387020958,San Nicolas,Democrat,moderate Democratic follower,6,57,57,66
412832,0.4471497930419605,0.13835947640735122,Cline,Republican,centrist Republican follower ,3,50,24,27
412788,0.4665059845461758,0.0006083770406958778,Hagedorn,Republican,centrist Republican follower ,0,70,0,0
412831,0.4877350587698815,0.053694220210287684,Riggleman,Republican,centrist Republican follower ,5,108,10,10
400069,0.2870850897075812,0.10685368060029891,Case,Democrat,moderate Democratic follower,4,224,28,30
412755,0.29210214396795575,0.29281667572123105,Cox,Democrat,rank-and-file Democrat,3,206,108,121
412769,0.29979135491723086,0.1827249355534487,McBath,Democrat,moderate Democratic follower,3,119,53,53
412804,0.2101679380570826,0.3012995664741446,Ocasio-Cortez,Democrat,rank-and-file Democrat,2,241,97,101
412782,0.20258221189594633,0.4507797271961214,Pressley,Democrat,rank-and-file Democrat,7,240,171,262
412835,0.31049110230286986,0.27686306839641617,Schrier,Democrat,rank-and-file Democrat,6,106,78,85
412768,0.26510631770607596,0.3279782806101237,Shalala,Democrat,rank-and-file Democrat,8,172,117,159
412784,0.3230001009947589,0.08782163406371134,Slotkin,Democrat,moderate Democratic follower,7,177,22,24
412796,0.38537325940055134,0.41156858299094584,Van Drew,Democrat,centrist Democrat,8,253,159,189
412834,0.2923319234326368,0.23545473427488364,Wexton,Democrat,rank-and-file Democrat,6,134,74,80
412777,0.44743249929637424,0.0015280797522419288,Baird,Republican,centrist Republican follower ,0,53,0,0
412775,0.2969864572026031,0.12596781717800157,Casten,Democrat,moderate Democratic follower,6,182,38,39
412824,0.34548409336413927,0.15314593485275044,Fletcher,Democrat,moderate Democratic follower,5,69,30,33
412807,0.4266668405180458,0.11438348238987284,Gonzalez [OH16],Republican,centrist Republican follower ,2,80,24,24
412808,0.35695610588459664,0.12519786994734036,Horn,Democrat,centrist Democratic follower,3,96,35,36
412786,0.3245813577711889,0.13341137632485497,Stevens,Democrat,moderate Democratic follower,5,117,33,41
412764,0.4736238084887134,0.1780313048256256,Waltz,Republican,centrist Republican follower ,3,93,41,50
412817,0.4612287734459657,0.06263776792712267,Burchett,Republican,centrist Republican follower ,7,58,11,16
412811,0.4563585952976615,0.001094959834327517,Meuser,Republican,centrist Republican follower ,0,62,0,0
412754,0.35539802207329546,0.11195477866007932,Harder,Democrat,centrist Democratic follower,8,233,26,32
412797,0.34882402882665003,0.07585408440960834,Kim,Democrat,centrist Democratic follower,6,183,21,23
412830,0.34798548504920707,0.48140734241511435,Luria,Democrat,centrist Democrat,9,181,181,244
412798,0.28921616626375646,0.351902442043311,Malinowski,Democrat,rank-and-file Democrat,7,215,120,162
412758,0.28011304058591746,0.12704178476470981,Porter,Democrat,moderate Democratic follower,7,145,28,30
412783,0.2970047780295293,0.14188358737482754,Trone,Democrat,moderate Democratic follower,3,208,48,53
412776,0.3092348115915942,0.15865609873571188,Underwood,Democrat,moderate Democratic follower,7,105,43,60
412793,0.4515538687542619,0.11910619150449918,Guest,Republican,centrist Republican follower ,5,57,22,29
412816,0.43710434709373375,0.15657940611271232,Johnson [SD0],Republican,centrist Republican follower ,8,44,38,38
412778,0.43481028921537607,0.19064836103997743,Pence,Republican,centrist Republican,2,41,43,48
412792,0.46902020738494204,0.14071132231901418,Stauber,Republican,centrist Republican follower ,8,119,35,40
412836,0.42004424958422176,0.1523704599590954,Steil,Republican,centrist Republican follower ,2,35,39,39
412815,0.4529795337011453,0.0027026129197197006,Timmons,Republican,centrist Republican follower ,0,41,0,0
412779,0.5344966853550484,0.05853442802938478,Watkins,Republican,centrist Republican follower ,6,161,13,19
412762,0.3093034169334339,0.1012768324990825,Crow,Democrat,moderate Democratic follower,6,159,28,32
412771,0.3617423358930147,0.25203594690474385,Finkenauer,Democrat,centrist Democrat,5,146,63,71
412790,0.3614694488410639,0.01703982704466031,Phillips,Democrat,centrist Democratic follower,6,123,4,4
412799,0.3454215386446043,0.14933348543216432,Sherrill,Democrat,moderate Democratic follower,6,106,35,38
412781,0.2914713699098805,0.13686883432056182,Trahan,Democrat,moderate Democratic follower,7,158,40,46
412810,0.33369473425996143,0.06874267372220323,Houlahan,Democrat,moderate Democratic follower,3,124,25,26
412821,0.4431054148369159,0.08913143171573436,Taylor,Republican,centrist Republican follower ,2,95,23,24
412820,0.4710747372952516,0.016881923351161607,Crenshaw,Republican,centrist Republican follower ,4,88,4,4
412806,0.3911848894074847,0.1367503657089142,Brindisi,Democrat,centrist Democratic follower,8,145,34,40
412833,0.3316757933068447,0.1437496868726683,Spanberger,Democrat,moderate Democratic follower,6,138,38,41
412780,0.33626790574716225,0.006353417369227793,Davids,Democrat,moderate Democratic follower,2,117,3,3
412842,0.3576928641695184,0.10854501052071672,Golden,Democrat,centrist Democratic follower,5,137,32,36
412812,0.5359329696932934,0.024333301029546263,Joyce [PA13],Republican,centrist Republican follower ,2,111,7,7
412822,0.4850811959025512,0.11336080295286122,Gooden,Republican,centrist Republican follower ,1,84,23,23
412766,0.512162914270465,0.1568377251495812,Steube,Republican,centrist Republican follower ,10,107,33,44
412801,0.3631140976041357,0.043502696037107,Torres Small,Democrat,centrist Democratic follower,6,85,9,13
412828,0.353834583330352,0.35775321742869753,Allred,Democrat,centrist Democrat,6,110,126,152
412813,0.49632775331672185,0.09381386989456988,Reschenthaler,Republican,centrist Republican follower ,4,136,19,21
412823,0.5905685833860876,0.1600375950469688,Wright,Republican,moderate Republican follower,7,146,31,34
412819,0.5124607274024346,0.2556568640382827,Green [TN7],Republican,centrist Republican,12,74,73,84
412772,0.3707754012327288,0.044025663002674055,Axne,Democrat,centrist Democratic follower,6,140,10,10
412794,0.43703394197987333,0.0013303741690834099,Armstrong,Republican,centrist Republican follower ,1,57,0,0
412829,0.37087304488061634,0.07091626710340589,McAdams,Democrat,centrist Democratic follower,3,62,15,15
412803,0.3257264262287609,0.15219767436611978,Rose [NY11],Democrat,moderate Democratic follower,6,192,48,54
412818,0.43651597878221876,0.004041627711792445,Rose [TN6],Republican,centrist Republican follower ,0,33,0,0
412814,0.39385526054065084,0.2062709454357671,Cunningham,Democrat,centrist Democratic follower,6,70,60,69
412826,0.45320523680019514,0.0774856391719345,Roy,Republican,centrist Republican follower ,6,39,11,11
412843,0.3795819150652382,0.017996564347815387,Keller,Republican,centrist Republican follower ,0,5,0,0
412765,0.4987093642345811,0.011182181775657132,Spano,Republican,centrist Republican follower ,1,91,3,3
412773,0.4406607620914134,0.04257689745102946,Fulcher,Republican,centrist Republican follower ,2,37,7,7
