ID,ideology,leadership,name,party,description,introduced_bills_116,cosponsored_bills_116,unique_cosponsors_116,total_cosponsors_116
412545,0.47620686157512254,0.1890154121379993,King,Independent,lonely centrist Independent,9,214,18,25
300076,0.16854307738362984,0.6589870725022124,Murray,Democrat,rank-and-file Democrat,27,180,55,513
412244,0.525671124572564,0.6482464163554038,Tester,Democrat,centrist Democrat,47,176,67,272
412679,0.7387762503244769,0.230396746262678,Kennedy,Republican,moderate Republican follower,23,91,28,36
412428,0.6396813796595505,0.46122017321638037,Young,Republican,centrist Republican,22,142,99,186
412742,0.17406977361943665,0.24249293277481154,Smith,Democrat,moderate Democratic follower,17,290,58,132
400415,0.16118012268400847,0.30468557203317226,Van Hollen,Democrat,moderate Democratic follower,20,301,59,139
412681,0.2270640769183034,0.2760983840014495,Cortez Masto,Democrat,moderate Democratic follower,31,197,58,168
412533,0.21370448233202316,0.3864431566038578,Duckworth,Democrat,rank-and-file Democrat,37,260,57,199
412678,0.04902144237557284,0.4422953287411424,Harris,Democrat,progressive Democrat,35,322,63,278
412680,0.2678685749465972,0.14388342590404815,Hassan,Democrat,moderate Democratic follower,11,271,44,53
412741,0.5193826788830623,0.2638605782501165,Jones,Democrat,centrist Democratic follower,18,193,81,123
412743,0.7278216632903097,0.08588663506146889,Hyde-Smith,Republican,moderate Republican follower,8,115,29,42
400032,0.7310658925308704,0.29521361760530923,Blackburn,Republican,rank-and-file Republican,14,147,86,155
412555,0.6923444391767914,0.049498729906126256,Cramer,Republican,moderate Republican follower,8,198,26,33
412715,0.3049244736261721,0.005114530939451792,Rosen,Democrat,moderate Democratic follower,5,180,13,16
412509,0.5133864190819452,0.06818071503431164,Sinema,Democrat,centrist Democratic follower,6,179,36,39
412838,0.601898362965808,0.0,Scott [FL],Republican,centrist Republican follower ,8,66,8,12
412839,0.6519829686113252,0.04887741437282883,Braun,Republican,centrist Republican follower ,16,119,27,36
412611,0.5842508788000782,0.054558756717773604,McSally,Republican,centrist Republican follower ,23,108,26,47
412841,0.5797748638003754,0.005380320228819499,Romney,Republican,centrist Republican follower ,4,48,10,11
412840,0.6117581390311764,0.07587037762328472,Hawley,Republican,centrist Republican follower ,14,82,30,48
